title,summary,url,publisher,image,category,full_story
Google finds custom backdoor being installed on SonicWall network devices,"Overstep backdoor nukes key log entries, making detection hard.",https://arstechnica.com/security/2025/07/google-finds-custom-backdoor-being-installed-on-sonicwall-network-devices/,Ars Technica,https://cdn.arstechnica.net/wp-content/uploads/2023/07/exploit-vulnerability-security.jpg,Technology,"Researchers from the Google Threat Intelligence Group said that hackers are compromising SonicWall Secure Mobile Access (SMA) appliances, which sit at the edge of enterprise networks and manage and secure access by mobile devices.

The targeted devices are end of life, meaning they no longer receive regular updates for stability and security. Despite the status, many organizations continue to rely on them. That has left them prime targets by UNC6148, the name Google has given to the unknown hacking group.

“GTIG recommends that all organizations with SMA appliances perform analysis to determine if they have been compromised,” a report published Wednesday said, using the abbreviation for Google Threat Intelligence Group. “Organizations should acquire disk images for forensic analysis to avoid interference from the rootkit anti-forensic capabilities. Organizations may need to engage with SonicWall to capture disk images from physical appliances.”

Lacking specifics

Many key details remain unknown. For one thing, the attacks are exploiting leaked local administrator credentials on the targeted devices, and so far, no one knows how the credentials were obtained. It’s also not known what vulnerabilities UNC6148 is exploiting. It’s also unclear precisely what the attackers are doing after they take control of a device.

The lack of details is largely the result of the functioning on Overstep, the name of custom backdoor malware UNC6148 is installing after initial compromise of the devices. Overstep allows the attackers to selectively remove log entries, a technique that is hindering forensic investigation. Wednesday’s report also posits that the attackers may be armed with a zero-day exploit, meaning it targets a vulnerability that’s currently publicly unknown. Possible vulnerabilities UNC6148 may be exploiting include:"
"2026 Mercedes-Benz CLA feels like a real car, not a science experiment","Mercedes' new 800 V electric powertrain is ready for the public, and we've driven it.",https://arstechnica.com/cars/2025/07/2026-mercedes-benz-cla-feels-like-a-real-car-not-a-science-experiment/,Ars Technica,https://cdn.arstechnica.net/wp-content/uploads/2025/07/25C0172_009-1152x648.jpg,Technology,"Mercedes provided flights from Detroit to Copenhagen, Denmark, and accommodation so Ars could drive the CLA with EQ Technology. Ars does not accept paid editorial content.

The Mercedes-Benz CLA is a marked departure from Mercedes' EV efforts. Instead of a dedicated line of EQ vehicles—like the EQB, EQC, and EQS—we're getting vehicles ""with EQ Technology."" It started with the electric G Wagon, but the CLA is the first mainstream product to make the change. The thing is that the change is significant and for the better. Several months ago, we got some time in a prototype CLA; now we've driven the final product.

The CLA returns for the 2026 model year as an EV first (with a hybrid coming) on an all-new 800-volt architecture. This architecture will find its way to other Mercedes vehicles, like the upcoming GLB and GLC. This thoroughly modern setup features some of the company's biggest innovations.

The CLA will be available with either one or two electric motors, with a two-speed setup for efficiency and performance. The 250+ base model makes 268 hp (200 kW) and 247 lb-ft (335 Nm) of torque. Mercedes is claiming up to 792 km of range with this model on the WLTP cycle. Accounting for WLTP's optimism, it's still possible we might see an EPA-rated range over 400 miles, but Mercedes isn't quoting any real numbers yet.

Mercedes-Benz Not quite a sedan, more like a four-door coupe. Not quite a sedan, more like a four-door coupe. Mercedes-Benz Mercedes-Benz The CLA rides well. The CLA rides well. Mercedes-Benz Mercedes-Benz It's not a performance car, but it's no slouch either. It's not a performance car, but it's no slouch either. Mercedes-Benz The CLA rides well. Mercedes-Benz It's not a performance car, but it's no slouch either. Mercedes-Benz

The dual motor, all-wheel drive 4Matic variant, makes 349 hp ( 260 kW) and 380 lb-ft (515 Nm) of torque. It also has a two-speed setup. The WLTP estimate from Mercedes here is up to 771 km, which would still be potentially 400 mil"
More VMware cloud partners axed as Broadcom launches new invite-only program,Smaller businesses most likely to be affected as white-label cloud program is also ending.,https://arstechnica.com/information-technology/2025/07/more-vmware-cloud-partners-axed-as-broadcom-launches-new-invite-only-program/,Ars Technica,https://cdn.arstechnica.net/wp-content/uploads/2025/07/GettyImages-1755494482-1152x648.jpg,Technology,"Broadcom is kicking some cloud service providers (CSPs) out of the VMware channel partner program, bringing uncertainty for the technological and financial futures of numerous businesses, especially small-to-medium-sized ones.

As reported by The Register today, Broadcom this week revealed to VMware CSP partners that it is launching a new invite-only channel program for CSPs on November 1. Fewer CSPs are expected to be eligible for this new program. The Register said that “some mid-size partners won’t be invited to the new program.""

Current VMware CSPs that didn’t receive an invite for the new program by today have reportedly been cut and will receive a notice of non-renewal.

CSPs that are getting booted are allowed to continue conducting business as normal until October 31. Afterward, those CSPs and the organizations whose VMware-based deployments they serve will be heavily impacted. As explained by Australian IT service provider and VMware CSP Interactive, companies currently using VMware tech through a CSP that's being cut will have to find a new way to renew VMware licenses and may see “delays or confusion” amid service and renewal requests and changes to the support and service they receive. Furthermore, prices could go up since partner consolidation could lead to “additional costs for migration and re-onboarding and reduced bundling options that previously allowed for greater cost efficiencies,” Interactive said.

White-label program ending

Since acquiring VMware, Broadcom has been shrinking the number of businesses that are eligible to resell and provide support for VMware offerings. In January 2024, it replaced the old VMware partner program with an invite-only one, the Broadcom Advantage Partner Program, and shed many partners. Broadcom also cut business ties with many CSP partners by requiring CSP members of its new partner program to operate at least 3,500 processor cores. In March 2024, The Register reported that “hundreds” of CSPs weren’t invited to "
"Plasma Bigscreen, KDE’s TV Interface, is Back on Air","KDE's Plasma Bigscreen TV UI gets rebooted with slicker visuals, search functionality, and more – thanks to one developer tuning in to its potential.
You're reading Plasma Bigscreen, KDE&#8217;s TV Interface, is Back on Air, a blog post from OMG! Ubuntu. Do not reproduce elsewhere without permission",https://www.omgubuntu.co.uk/2025/07/plasma-bigscreen-revival-kde-tv,OMG! Ubuntu,https://i0.wp.com/www.omgubuntu.co.uk/wp-content/uploads/2025/07/kdetv.jpg?resize=406%2C232&amp;ssl=1,Technology,"Most fresh graduates could be forgiven for taking time out to rest, relax and defrag their post-study mind, but one comp-sci student decided to devote their downtime by reviving KDE’s TV-focused front-end — and the results look great!

Plasma Bigscreen is a shell designed for use on televisions and other large displays, using a remote for navigation rather than mouse or keyboard. It’s been around for a while (I wrote about it in 2022) but if I’m frank—I’m not, I’m Joey—I’d forgotten it existed.

KDE developer Espi, a regular contributor to Plasma Mobile, had not.

But he found the project in a state of limbo. Though ported to Plasma 6, Bigscreen had seen scant development in the years since and had been dropped from the main Plasma release cycle and from the package repos of most Linux distributions.

In a detailed blog post Espi says that upon seeing this dearth in development effort he “sensed an opportunity” to do something about it, and decided to “take a swing at improving the project” over the course of a week.

And its new programming makes for some must-see TV.

Plasma Bigscreen Sees a Big Refresh

Original image: Espi

Espi’s big Bigscreen revamp brings the home screen UI much closer to the original Breeze Ocean mockups, with a cleaner, flatter design, a dynamically expanding clock widget, and a KRunner-based search tools to make finding and launching apps faster.

The Settings interface was rejigged, now sporting a sidebar layout, using vertical scrolling stacks for toggles and content, and making use of a custom-made component library (which other contributors and developers can use) for building TV-focused UIs.

The newer, KODI-esque approach works well

Beyond what’s visible on screen are extensive changes under the hood, ranging from QML library updates and module fixes to greater use of tools and other Plasma components.

All of it is real, working code.

Espi tested the work on his television by compiling Bigscreen on postmarketOS and running it off "
Blender 4.5 LTS Released with ‘Full Vulkan Support’,"The new Blender 4.5 LTS release features major improvements, including full Vulkan support, faster startup, new Geometry Nodes, HDR and more. 
You're reading Blender 4.5 LTS Released with &#8216;Full Vulkan Support&#8217;, a blog post from OMG! Ubuntu. Do not reproduce elsewhere without permission.",https://www.omgubuntu.co.uk/2025/07/blender-4-5-lts-vulkan-support,OMG! Ubuntu,https://i0.wp.com/www.omgubuntu.co.uk/wp-content/uploads/2019/07/cropped-blender-software-logo-1.jpg?resize=406%2C232&amp;ssl=1,Technology,"Blender 4.5 is out, serving as the latest Long Term Support (LTS) release of the much-revered cross-platform 3D modelling and animation suite.

While a lot of hype has been generated over features planned for Blender 5.0, the the Blender 4.5 change-log is by no means meek, offering a mix of performance, usability and tooling tweaks.

“With 2 years of updates, full Vulkan support, and quality-of-life improvements, Blender 4.5 LTS is every Blenderhead’s best friend,” the launch page states.

The promise of full Vulkan support ‘on par with OpenGL’ is the big draw in this release, gaining support for more features on Windows/Linux like OpenXR, Subdivision, and USD/Hydra. Limitations remain, and it is not enabled by default – flicking a switch in Preferences required.

If trying the Vulkan backend in Blender 4.5 on Linux, those with AMD GPUs are advised to use Mesa 25.3 (or newer)—FYI: Ubuntu 24.04 is getting Mesa 25.0.7 as a HWE update—and Linux users with NVIDIA GPUs need driver version 550 or higher.

Other changes and additions in Blender 4.5 LTS:

New Geometry Nodes focused on data access and string handling

New Grease Pencil nodes have been added

Denoise node now supports GPU devices

Procedural texture nodes now available in the Compositor

“Boundary Strokes” renamed “Fill Guides”

Option to only show onion skinning for the active object in Viewport

SVG exporter can now export animations

Multi-threaded shader compilation enabled by default

Liquid simulation performance improved by 1.25x – 1.5x

Playhead element snapping available in all timeline editors

Video Sequencer supports HDR

Faster texture loading in EEVEE

New shadow terminator bias

Support for writing ProRes codec videos

User interface buffs, including large cursors for HiDPI on Linux

As for all recent releases, anyone looking to learn more can watch a video recap from Blender which highlights the key changes. Detailed release notes are available for those who prefer to read.

For macOS users, B"
"Kiro, Amazon-Backed Agentic IDE, Enters Public Preview","Kiro, a new AI-powered IDE for Linux, macOS, and Windows, is now in public preview. Learn about its ""spec-driven"" workflow and VS Code compatibility.
You're reading Kiro, Amazon-Backed Agentic IDE, Enters Public Preview, a blog post from OMG! Ubuntu. Do not reproduce elsewhere without permission.",https://www.omgubuntu.co.uk/2025/07/kiro-ai-ide-public-preview-linux,OMG! Ubuntu,https://i0.wp.com/www.omgubuntu.co.uk/wp-content/uploads/2025/07/kiro-logo.jpg?resize=406%2C232&amp;ssl=1,Technology,"Kiro, a new AI-powered Integrated Development Environment (IDE) built on the open-source foundation of VS Code by a team from Amazon, is now available in preview for Windows, macOS and Linux.

Similar to tools like Warp, OpenAI’s Codex, and ‘vibe coding’ darling Cursor, Kiro integrates AI agents into the development workflow as an AI pair programmer not only able to turn ideas into production-ready code but handle mundane and routine tasks too.

Rather than immediately generate code from a raw prompt, Kiro will turn the request into a “spec” in which requirements, design, and tasks are laid out before code is written, a process Kiro’s developers describe as going from “vibe coding to viable code”.

Vibe coding or guide coding, your choice

Once the “spec”, a living and updatable document, is good to go, Kiro breaks the feature request down into a sequence of tasks and sub-tasks. Again, developers get to audit, refine and monitor this before and during action.

Kiro also uses “hooks”. These are event-driven automations which trigger on specific actions, like saving a file or committing code to a repo. Hooks can be used to generate documentation, update APIs, run security checks, check for errors, and so on.

AI coding and agentic workflows are becoming ever-more common. In any skills market, keeping pace with trends is a pragmatic necessity: employers are hiring fewer people due to expectations AI will make a smaller group of developers “more productive” (even if stats don’t back that up).

“Through Kiro, we reinvented how developers work with AI agents. We pioneered spec-driven development, where Kiro turns your prompt into structured requirements, design, and tasks that are then implemented by agents,” the team, working within Amazon Web Services (AWS), says.

Beyond specs and hooks, Kiro supports the Model Context Protocol for specialised tools, steering rules for AI behaviour, and (naturally) includes an embedded chatbot mode for questions (albeit with file and d"
Ubuntu 25.10 Fixes Something You Didn’t Know Needed Fixing,"Another bug to file under 'once you see it, you can't unseen it' has been fixed in Ubuntu, this one concerning the curved corners on the desktop dock.
You're reading Ubuntu 25.10 Fixes Something You Didn&#8217;t Know Needed Fixing, a blog post from OMG! Ubuntu. Do not reproduce elsewhere without per",https://www.omgubuntu.co.uk/2025/07/ubuntu-25-10-gives-the-dock-a-rounder-radii,OMG! Ubuntu,https://i0.wp.com/www.omgubuntu.co.uk/wp-content/uploads/2025/07/fix-over.jpg?resize=406%2C232&amp;ssl=1,Technology,"Name: Ubuntu Dock radii.

Age: Brand new(ish).

Appearance: Ever-so-slightly rounder.

What’s this about? When Ubuntu Dock is in dock mode (not full width), corner radii are out of whack with the corner radius used elsewhere. Padding around Yaru icons (and their hover effect) is also slightly off. A community designer noticed these issue, contributed a fix, and that fix will ship in Ubuntu 25.10 in October. *mic drop, exits stage, world stunned*.

Once seen, can’t be unseen!

That’s… it? That’s it, but drop the mock shock, yeah? You are reading OMG! Ubuntu, after all – a site founded on covering minute changes in desktop Linux docks!

How rounder are corners now? Well, the CSS fix bumps the dock’s border radii up from * 1.5 to * 3 , so they are now 2x as round as they were, if that in any way makes this news sound a little more consequential…

It doesn’t. Fair enough. The original issue is “technically unnoticeable” by most, since the Ubuntu Dock is in panel mode out of the box. For those who do use it floating, having consistent curves through the UI could aid those cushy, subconscious “something feels right” vibes that other OSes have. That is good, right?

Hmm… Okay: there’s nothing wrong with people paying obsessive attention to detail in Linux UIs. The eagle-eyed user who spotted this inconsistency has form: he noticed some of Ubuntu’s icons used optically incorrect proportions. Then as now, he didn’t simply point the issues out, he got stuck in and fixed them. Team work is dream work!

Any actual upside to this? You will finally be able to use Ubuntu on your laptop in hipster coffee shops without fear of getting disapproving glares from Figma types, hunched over their MacBooks. Well, you would if that actually happened.

Any likely downsides? The 3 people who noticed the issue but didn’t mind it will now have to adapt. There’s also the chance that the YouTube drama industrial complex will fire up to fire off “Ubuntu Did WHAT?!” content, replete with shocked th"
"New RISC-V SBC Supports Ubuntu 24.04, Won’t Run Future Releases","ESWIN EBC77 RISC-V SBC launches with Ubuntu 24.04 LTS support but RVA20 profile means it won't run Ubuntu 25.10 or later. Specs, price, and availability.
You're reading New RISC-V SBC Supports Ubuntu 24.04, Won&#8217;t Run Future Releases, a blog post from OMG! Ubuntu. Do not reproduce elsewhere wit",https://www.omgubuntu.co.uk/2025/07/eswin-ebc77-risc-v-sbc-ubuntu-24-04-support,OMG! Ubuntu,https://i0.wp.com/www.omgubuntu.co.uk/wp-content/uploads/2025/07/ESWIN-EBC77-RISC-V-single-board-computer.jpg?resize=406%2C232&amp;ssl=1,Technology,"Ahead of the RISC-V Summit China 2025, Canonical and ESWIN Computing have announced the launch of a new RISC-V single-board computer (SBC) with full support for Ubuntu 24.04 LTS.

The EBC77 Series SBC is, like many RISC-V boards of this type, primarily intended for use in development, embedded systems and specific-task scenarios. It’s not going to work well as a general-purpose desktop PC (though it can with limitations) for consumers.

Indeed, RISC-V devices in general can’t compete with ARM-based SBCs like the Raspberry Pi on price or performance. Arguably, they don’t need to yet – it’s a fledgling tech and people who buy RISC-V buy it because they want to test or develop for RISC-V.

From every acorn, and all that.

Cheap RISC-V SBCs do exist and are able to cater to the curious, but it is powerful RISC-V hardware that will drive the tech forward in adoption, use-cases and abilities — and this new board trends in that direction.

ESWIN EIC77 Specifications

The ESWIN EBC77 specs include a quad-core EIC7700X 64-bit RISC-V SoC running at up to 1.8GHz, delivering, per its spec sheet, ARM Cortex-A75 class performance – which for RISC-V, is decent, putting it somewhere near a Raspberry Pi 4.

The EBC77 also boasts an NPU of up to 19.95 TOPS; includes up to 32GB LPDDR5 memory; and there is onboard multimedia decoding/encoding of HEVC (H.265) & AVC (H.264) up to 8K. The Imagination GPU supports OpenGL-ES 3.2, EGL 1.4, OpenCL 1.2/2.1 EP2 and Vulkan 1.2.

While only 8MB SPI flash storage is included, the microSD card slot provides quick storage expansion, as does the 4-lane PCIe Gen3 FPC connector for anyone looking to add an SSD.

Ports include micro HDMI out, Gigabit Ethernet, 4x USB 3.0/2.0 type-A ports, a 40-pin GPIO header, and Wi-Fi 5 and Bluetooth 5.0 are built-in for connectivity needs.

A fan connector is present.

The RVA23 Problem

The 4x SiFive Performance P550 RISC-V cores on board implement the RV64GC ISA and conform to the RVA20 profile. They do not support"
"Nothing Phone (3) teardown reveals a surprisingly sturdy, repairable smartphone","The Nothing Phone (3) might pack its fair share of controversial design decisions, but that doesn’t mean it’s not a sturdy piece of tech.



 more…",https://9to5google.com/2025/07/16/nothing-phone-3-teardown-sturdy-repairable/,9to5Google,https://9to5google.com/wp-content/uploads/sites/4/2025/07/Nothing-Phone-3-Teardown-Revealing-the-Truth.-9-43-screenshot.png?w=1600,Technology,"The Nothing Phone (3) might pack its fair share of controversial design decisions, but that doesn’t mean it’s not a sturdy piece of tech.

In a new teardown from JerryRigEverything, we get a close-up look with exactly how durable Nothing’s first-ever flagship really is. In short: It’s pretty durable! Most of the first half of the video goes about as well as you’d expect. The display’s front Gorilla Glass 7i panel scratches at the usual Mohs level of six — with deeper grooves at a level seven, of course — while the aluminum frame scratches and chips under a standard razor blade. Both the camera glass and surrounding rings hold up well to external damage, and the burn test leaves its typical markings well after the display has cooled.

The bend test, of course, is what most JRE viewers come to the channel to watch. Despite some eyebrow-raising placement for those antenna lines along the frame, the Nothing Phone (3) proves as durable as anyone would hope, failing to bend or even flex under direct pressure.

The back half of the video is standard teardown fare, showcasing the removal of the back panel (with a full razor blade required to cut through the adhesive) to showcase what lies inside. The rear camera bumps are actually part of the rear glass, pulling away from the rest of the phone, as is the Glyph Matrix’s capacitive button cover. Despite the back panel seemingly delivering a look into the insides of your phone, Nothing actually uses a protective shield over the rest of its actual internals to keep everything protected. Maybe the Nothing Phone (3)’s overall design would’ve been less controversial if that cover wasn’t there — but I digress.

Advertisement - scroll for more content

Really, the coolest part of this teardown is, of course, a deeper look at the Glyph Matrix. That coin-shaped display features 489 total pixels, and thanks to the capacitive button needed to cycle through its various displays, the wireless charger actually features a cutout from its us"
Google Account page gets Material 3 Expressive redesign on Android,"Material 3 Expressive continues to make its way to Android with the Google Account page getting a redesign.



 more…",https://9to5google.com/2025/07/16/google-account-expressive-redesign/,9to5Google,https://9to5google.com/wp-content/uploads/sites/4/2021/12/Google-Account-screen.jpg?quality=82&#038;strip=all&#038;w=1600,Technology,"Material 3 Expressive continues to make its way to Android with the Google Account page getting a redesign.

This page is accessible from the Google Account menu of every first-party app by tapping “Manage your Google Account.” Instead of a page with multiple top tabs, the redesign consolidates everything into a list that takes after the system Settings app.

A large profile image, name, and email address appears at the top, with that getting docked as you scroll down. A dropdown lets you switch accounts.

Each menu is placed in a card with rounded corners, colorful icon, and description. For the most part, all the main items fit in one screen. You have:

Advertisement - scroll for more content

Personal info

Security & sign-in, Password Manager, Your devices

Data & privacy

People & sharing, Family group

Payments & subscriptions

Google One storage

“Looking for something else?” at the bottom gives you another way to access search (besides the top-right corner), as well as “See help options” and “Send feedback.”

Other Material 3 Expressive elements as you dive into each include placing elements in containers with curved corners.

We’re seeing this Material 3 Expressive redesign of the Account page rolled out with version 25.25.33 of Google Play services on both Android 16 and 16 QPR1 devices, including Pixel and Samsung.

Google recently also updated At a Glance settings with version B.7 of Android System Intelligence.

More on Material 3 Expressive:"
"Beeper ‘Plus’ subscription adds scheduled messages, AI voice transcription, more","Beeper, the app that infamously tried (and briefly succeeded) in bringing iMessage to Android, is getting a big update with improved privacy as well as a subscription that unlocks a bunch of new features.



 more…",https://9to5google.com/2025/07/16/beeper-plus-features-better-privacy-announcement/,9to5Google,https://9to5google.com/wp-content/uploads/sites/4/2024/04/beeper-v2-01.jpg?quality=82&#038;strip=all&#038;w=1600,Technology,"Beeper, the app that infamously tried (and briefly succeeded) in bringing iMessage to Android, is getting a big update with improved privacy as well as a subscription that unlocks a bunch of new features.

Since its acquisition by Automattic (the company behind WordPress) last year, Beeper has been relatively quiet. The app has remained free and functional, though without much to say in the way of the iMessage support that put it on the map. That’s not changing for the time being, but Beeper does have some news to share as the app “relaunches” again.

The first big update is that, starting now, Beeper users have the option to sever cloud connections entirely.

The new Beeper has a big upgrade to security, following our commitment to the utmost privacy. Users now have the option to run the connections entirely on their device without Beeper Cloud. This means end-to-end encryption is now preserved.

This means that some services won’t work, including Slack and Discord, but the majority currently support on-device connections.

Advertisement - scroll for more content

Meanwhile, the big news is “Beeper Plus,” a subscription on top of the existing app that adds a lot more functionality. As promised, Beeper’s existing features are remaining free, but this new subscription will expand on what the app can do.

New features include “Send Later,” which acts as a scheduled message option for any of your connected services. “Reminders” will help you revisit a chat later in the day. “Incognito Mode” will let you preview messages without triggering read receipts. “AI Voice Note Transcriptions” will be able to transcribe a voice message, even if the app itself doesn’t support that.

Beeper Plus also unlocks custom app icons, as well as the ability to use multiple accounts for the same network (i.e. two WhatsApp accounts), but only up to 3 per network, with a maximum of 10.

The standard Beeper Plus tier will cost $9.99/month or $99.99/year (the latter effectively giving 2 months "
"Google Messages testing RCS’ new MLS encryption, Details page redesign","Back in March, cross-platform end-to-end encryption (E2EE) for RCS was announced, and Google Messages is beginning to test the new Messaging Layer Security (MLS) protocol.



 more…",https://9to5google.com/2025/07/16/google-messages-rcs-mls/,9to5Google,https://9to5google.com/wp-content/uploads/sites/4/2024/12/Smart-reply-example-in-Google-Messages-1.jpg?quality=82&#038;strip=all&#038;w=1600,Technology,"Back in March, cross-platform end-to-end encryption (E2EE) for RCS was announced, and Google Messages is beginning to test the new Messaging Layer Security (MLS) protocol.

Universal Profile 3.0 adds support for MLS, which makes E2E encryption possible across different RCS clients and providers. Google first announced its support for this interoperable protocol in 2023. The GSMA and Apple announced official adoption this March.

Google Messages is now beginning to test MLS encryption for RCS. It starts with a new message “Details” (long-press on the chat/text) screen that’s fullscreen compared to the current approach.

You get a preview of the message at the top, with Google also showing a “Status” section for “Sent” and Delivered” that explains the new checkmarks. We see Google using the latest single circle design that has yet to become widely available

Advertisement - scroll for more content

There’s also a “From” section, while the bottom portion provides more technical details like:

Type : End-to-End Encrypted Rich Communication Service message

: End-to-End Encrypted Rich Communication Service message Priority : Normal

: Normal Message id : xxxxx

: xxxxx Encryption Protocol: EncryptionProtocol(value=1)

A previous teardown from earlier this year suggested that the “1” value is new MLS protocol, while “0” is Google’s existing approach for Android devices.

This new design is not widely rolled out in the beta channel. It’s unclear if that’s also the case for MLS as the old UI makes no indication, while Apple has yet to specify when support is coming.

More on Google Messages:"
The classic Bugdroid returns to UK Google Merchandise store,"In a strange move, the Google Merchandise store in the UK is offering up the outdated but still classic Bugdroid Android mascot despite being sold out elsewhere online.



 more…",https://9to5google.com/2025/07/17/the-classic-bugdroid-returns-to-uk-google-merchandise-store/,9to5Google,https://9to5google.com/wp-content/uploads/sites/4/2023/02/Android-figures-1.jpg?quality=82&#038;strip=all&#038;w=1600,Technology,"In a strange move, the Google Merchandise store in the UK is offering up the outdated but still classic Bugdroid Android mascot despite being sold out elsewhere online.

While we’ve had a few renditions of the classic Android mascot, the green Bugdroid is probably the most well-known. Surpassed by “The Bot,” it is still synonymous with the mobile OS. The good news for UK fans is that you can grab your own little mascot from the Google Merchandise store to add to your collection.

Originally made by Dead Zebra, the “Android Mini Collectible” figures are no longer sold in the UK due to issues surrounding import and VAT charges post-Brexit. That often means you’ll need to delve into the frequently frustrating world of eBay auctions or Vinted to try and score your own Bugdroid mini figure.

While it could just be a case of Google UK clearing old stock of the Bugdroid toys from the company’s warehouse, it’s a great way to get a piece of Android history. As of writing, very limited numbers were available, and we’re unsure if they’ll ever come back into stock. The only stumbling block might be the £13 price plus £5 postage from Google’s merchandise storefront. However, you can pick up other items and try at least to get some value from the flat-fee shipping charges.

Advertisement - scroll for more content

Other new additions to the UK store beyond the Bugdroid include the updated Bot plushies and the new Emoji Kitchen baseball hats. The prices are not exactly ideal, but they are still better than attempting to ship from outside the region.

More on Android:"
iPhone 17 Pro could get exclusive new anti-reflective display,"Apple’s iPhone 17 line will be here soon, and today a rumor indicates the 17 Pro and Pro Max could get an exclusive anti-reflective display feature. Here are the details.



 more…",https://9to5mac.com/2025/07/16/iphone-17-pro-could-get-exclusive-new-anti-reflective-display/,9to5Mac,https://9to5mac.com/wp-content/uploads/sites/6/2024/12/Do-you-care-whether-the-iPhone-17-Pro-uses-titanium-or-aluminum.webp?w=1500,Technology,"Apple’s iPhone 17 line will be here soon, and today a rumor indicates the 17 Pro and Pro Max could get an exclusive anti-reflective display feature. Here are the details.

Rumored anti-reflective display might come to iPhone 17 Pro after all

Juli Clover writes at MacRumors:

A reliable source that spoke to MacRumors said Apple suppliers have been able to achieve a high enough yield on the anti-reflective glass to support mass production. The ‌iPhone 17 Pro‌ and Pro Max will get the new display technology, but it won’t be coming to the ‌iPhone 17‌ or the iPhone 17 Air.

Longtime readers might remember that this anti-reflective glass was first rumored back in March.

At the time, leaker Instant Digital claimed that the iPhone 17 glass “will be made into a super-hard [anti-reflective] layer…[and] be more scratch-resistant.”

The idea of an anti-reflective, scratch-resistant layer was compelling.

But just one month later, MacRumors reported that Apple encountered production issues that would likely result in the feature not being included after all.

That was the last notable time we heard any updates.

Now, it seems, MacRumors has a new source saying the feature is back on: but only for the iPhone 17 Pro models.

9to5Mac’s Take

Anti-reflective coating could prove a nice differentiator for Apple’s Pro line this year. Especially since the iPhone 17 Air is sure to draw a lot of attention.

But since rumors have been so back-and-forth on this feature, I’d hold off getting your hopes up yet.

Would an anti-reflective, more scratch-resistant display be a big iPhone 17 Pro selling point for you? Let us know in the comments.

Best iPhone accessories"
"CIRP: AirPods regain market share, but overall growth stalls","A new report out today from Consumer Intelligence Research Partners (CIRP) shows that while  remain the most popular wireless earbuds among iPhone users, Apple might be feeling the pressure of slowing growth.



 more…",https://9to5mac.com/2025/07/16/cirp-airpods-regain-market-share-but-overall-growth-stalls/,9to5Mac,https://9to5mac.com/wp-content/uploads/sites/6/2025/05/airpods-4-in-case.jpg?quality=82&#038;strip=all&#038;w=1600,Technology,"A new report out today from Consumer Intelligence Research Partners (CIRP) shows that while AirPods remain the most popular wireless earbuds among iPhone users, Apple might be feeling the pressure of slowing growth.

From 59% to 57%, and back again

According to the report, 44% of iPhone owners now report having Bluetooth earbuds, up slightly from 41% last year and 39% the year before.

However, 59% of those say they own AirPods. That’s a 2% bump from last year, but it’s also right back to where it was in 2023. In other words, Apple has managed to recover some lost ground, but growth is essentially flat over the past two years.

Big picture-wise, while the numbers show that roughly 1 in 4 iPhone owners use AirPods, they also suggest there’s still headroom Apple hasn’t quite figured out how to convert.

Recent discounts either mean inventory cleanup, or strategic push

According to the report, last week’s aggressive Amazon Prime Day discount was quickly matched in price by Best Buy and Walmart. AirPods Pro 2 were available for just $149 (and can still be found for $169), down from the usual $249.

CIRP notes that while the deals weren’t offered directly by Apple, they were likely coordinated to move units for one of two possible reasons:

Some speculate Amazon (and therefore Apple) wants to move AirPods inventory before introducing a new model. It’s hard to imagine that two companies as skilled at managing their supply chains could possibly need to do that. We think both companies just want to sell a lot of AirPods and had the margin capacity to sell them at prices that could drive extraordinary volume.

The report also notes that as the iPhone upgrade cycle continues to stretch, AirPods offer Apple a chance to capitalize on a faster-moving product line. In fact, they mention that AirPods are one of the most frequently reordered items on Amazon, whether to replace a lost bud or swap out an aging pair with fading battery life.

AirPods deals on Amazon"
